Categorie,Sous_categorie,Tag,Question,Réponse,Article_reference,,,
Organismes d'exécution,Établissements militaires,Travail civil,Comment est contrôlée la main-d'œuvre civile dans les établissements militaires ?,Le contrôle du travail et de la sécurité sociale dans les établissements militaires employant de la main-d'œuvre civile est assuré par des fonctionnaires désignés par le ministère de la défense.,"Article 402, Code de travail",,,
Organismes d'exécution,Absence d'inspecteur,Suppléance,Qui remplace l'inspecteur du travail en cas d'absence ?,"En cas d’absence de l'inspecteur ou du contrôleur du travail, le chef de circonscription administrative le supplée et peut constater les infractions par rapport écrit.","Article 403, Code de travail",,,
Organismes d'exécution,Prérogatives judiciaires,Infraction,Les officiers de police judiciaire peuvent-ils intervenir en matière de droit du travail ?,Les prérogatives des inspecteurs du travail ne portent pas atteinte aux pouvoirs des officiers de police judiciaire en matière de constatation et poursuite des infractions de droit commun.,"Article 404, Code de travail",,,
Organismes consultatifs,Commission consultative du travail,Composition,Quelle est la composition de la commission consultative du travail ?,La commission est présidée par le ministre chargé du travail ou son représentant et est composée d’un nombre égal d’employeurs et de travailleurs désignés.,"Article 405, Code de travail",,,
Organismes consultatifs,Commission consultative du travail,Désignation,Comment sont désignés les membres de la commission consultative du travail ?,"Les représentants des employeurs et des travailleurs sont désignés par les organisations les plus représentatives ou, en cas de carence, par le ministre.","Article 405, Code de travail",,,
Organismes consultatifs,Commission consultative du travail,Fonctionnement,Quelles sont les modalités de fonctionnement de la commission consultative du travail ?,"Les modalités de fonctionnement, le nombre, la désignation des membres, la durée de mandat et les indemnités sont fixés par décret en conseil des ministres.","Article 406, Code de travail",,,
Organismes consultatifs,Commission consultative du travail,Consultation,Qui peut être consulté par la commission consultative du travail ?,"Le président de la commission peut consulter toute personne qualifiée en matière économique, médicale, sociale, de son propre chef ou sur décision majoritaire.","Article 407, Code de travail",,,
Organismes consultatifs,Commission consultative du travail,Compétence,Quelles sont les questions sur lesquelles la commission peut être consultée ?,"La commission peut être consultée sur toutes les questions liées au travail, à la main-d'œuvre, à la sécurité sociale, et sur les conventions collectives.","Article 408, Code de travail",,,
Organismes consultatifs,Commission consultative du travail,Consultation élargie,Qui est consulté lors de questions économiques ou juridiques ?,"La commission s'adjoint des représentants des ministres des finances, de la justice, ainsi qu’un inspecteur du travail pour traiter certaines questions.","Article 409, Code de travail",,,
Organismes consultatifs,Sécurité et santé au travail,Comité national,Qu'est-ce que le comité technique national consultatif de sécurité et santé au travail ?,"Il est un comité consultatif auprès du ministère du travail, chargé d'étudier et émettre des avis et suggestions sur la réglementation de la sécurité au travail.","Article 410, Code de travail",,,
Organismes consultatifs,Sécurité et santé au travail,Compétence,Quelles sont les responsabilités du comité national consultatif de sécurité au travail ?,Le comité émet des avis sur la réglementation et l'application de la politique nationale de prévention des risques professionnels.,"Article 411, Code de travail",,,
Moyens de contrôle,Déclaration de l'entreprise,Ouverture d'entreprise,Quelles sont les obligations pour ouvrir une entreprise ?,Toute personne souhaitant ouvrir une entreprise doit faire une déclaration à l’inspection du travail ou au Centre de Formalités des Entreprises.,"Article 412, Code du travail",,,
Moyens de contrôle,Déclaration de l'entreprise,Modifications d'entreprise,Quelles modifications doivent être déclarées ?,"Toute modification importante (fermeture, transfert, changement de destination, mutation) doit être déclarée aux autorités compétentes.","Article 412, Code du travail",,,
Moyens de contrôle,Registre d’employeur,Tenue du registre,Quelles sont les obligations de tenue du registre d’employeur ?,"L’employeur doit tenir un registre d’employeur constamment à jour, avec un modèle fixé par le ministre chargé du travail.","Article 413, Code du travail",,,
Moyens de contrôle,Registre d’employeur,Durée de conservation,Pendant combien de temps doit-on conserver le registre d’employeur ?,Le registre d’employeur doit être conservé pendant dix ans suivant la dernière mention portée.,"Article 414, Code du travail",,,
Moyens de contrôle,Déclaration de l’employé,Délai de déclaration,Quel est le délai pour déclarer un travailleur embauché à la CNSS ?,"Tout travailleur, y compris les journaliers, doit être déclaré à la CNSS dans un délai de huit jours.","Article 416, Code du travail",,,
Moyens de contrôle,Déclaration de l’employé,Contenu de la déclaration,Quelles informations doivent être fournies lors de la déclaration d’un travailleur à la CNSS ?,"La déclaration doit inclure le nom, l’adresse, la profession, les emplois précédents, le lieu de résidence, la date d’entrée au pays, et la date d’embauche.","Article 416, Code du travail",,,
Moyens de contrôle,Carte de travail,Délivrance de la carte,Qui délivre la carte de travail et que contient-elle ?,"La carte de travail est délivrée par le service chargé de l’emploi et mentionne l’état civil et la profession du travailleur, avec une photo ou autre élément d'identification.","Article 418, Code du travail",,,
Moyens de contrôle,Carte de travail,Modalités de délivrance,Quelles sont les modalités de délivrance de la carte de travail ?,"Les modalités sont fixées par voie réglementaire, après avis de la commission consultative du travail.","Article 419, Code du travail",,,
Droit du travail,Pénalités,Amendes civiles,Quelle est la sanction pour un assesseur qui ne se présente pas à l’audience du tribunal ?,"Un assesseur absent à l’audience sans justification est puni d’une amende civile de cinq mille francs CFA. En cas de récidive, l’amende est doublée.","Article 420, Code du travail",,,
Droit du travail,Pénalités,Recidive,Quelle est la sanction en cas de récidive d’un assesseur absent ?,"En cas de récidive, l’amende est portée au double, et le tribunal peut le déclarer incapable d’exercer à l’avenir les fonctions d’assesseur.","Article 420, Code du travail",,,
Droit du travail,Pénalités,Jugement publié,Le jugement contre un assesseur absent peut-il être publié ?,"Oui, le jugement peut être publié aux frais de l’assesseur sanctionné.","Article 420, Code du travail",,,
Droit du travail,Pénalités,Infraction,Quelles infractions sont punies d’une amende de cinq mille à cinquante mille francs CFA ?,"Les infractions aux articles 16, 21, 29, 52, 54, 57, 59, 60, 63, 79 alinéa 2, 81, etc. sont punies d’une amende de cinq mille à cinquante mille francs CFA.","Article 421, Code du travail",,,
Droit du travail,Pénalités,Contrats fictifs,Quelle est la sanction pour l’usage d’un contrat fictif ou d’une carte de travail erronée ?,Toute personne utilisant un contrat fictif ou une carte de travail avec des informations incorrectes est passible d’une amende de cinq mille à cinquante mille francs CFA.,"Article 421, Code du travail",,,
Droit du travail,Pénalités,Omission de déclaration,Quelle est la sanction pour un employeur omettant de faire la déclaration prévue à l’article 246 ?,"L’employeur omettant de faire la déclaration est passible d’une amende de cinq mille à cinquante mille francs CFA, et d'une amende doublée en cas de récidive.","Article 421, Code du travail",,,
Droit du travail,Pénalités,Erreurs sur registre,Quelle est la sanction pour des erreurs ou omissions sur le registre d’employeur ?,L’amende est appliquée autant de fois qu’il y a d’inscriptions omises ou erronées sur le registre d’employeur.,"Article 421, Code du travail",,,
Droit du travail,Délits,Emprisonnement,"Quelles sont les sanctions pour les infractions aux articles 4, 5, 22, 36, etc.?","Les auteurs sont punis d’un emprisonnement de un mois à trois ans, d’une amende de cinquante mille à trois cent mille francs et, en cas de récidive, des peines aggravées.","Article 422, Code du travail",,,
Droit du travail,Délits,Contraindre un travailleur,Quelles sanctions pour avoir contraint un travailleur à s’embaucher ?,Toute personne qui contraint un travailleur à s’embaucher est passible d’un emprisonnement de un mois à trois ans et d’une amende de cinquante mille à trois cent mille francs.,"Article 422, Code du travail",,,
